ID транспорта,Номерной знак ТС,Полигон,Дата,Данные телематики, пробег,Данные путевого,Штрафы,Манера вождения,Итоговый рейтинг,Дата месяца прогноза,Итоговый рейтинг|Прогноз
11,0070РХ70,ОКТЯБРЬСКАЯ ЖД,4/10/24,30.3,50.2,0,5.8,0.82,5/10/24,0.84748395
11,0070РХ70,ОКТЯБРЬСКАЯ ЖД,4/11/24,17.2,50.2,3,5.8,0.82,5/11/24,0.84748395
11,0070РХ70,ОКТЯБРЬСКАЯ ЖД,4/18/24,3.2,3.2,0,5.8,1,5/18/24,0.847483658
11,0070РХ70,ОКТЯБРЬСКАЯ ЖД,4/25/24,1,1,0,5.8,1,5/25/24,0.823584226
11,0070РХ70,ОКТЯБРЬСКАЯ ЖД,4/27/24,11.7,19.44,2,5.8,0.82,5/27/24,0.84748395
11,0070РХ70,ОКТЯБРЬСКАЯ ЖД,4/29/24,15.4,15.4,0,5.8,1,5/29/24,0.84748395
20,1610МР51,ОКТЯБРЬСКАЯ ЖД,4/1/24,22,22,0,5.6,1,5/1/24,0.84748395
20,1610МР51,ОКТЯБРЬСКАЯ ЖД,4/3/24,25,19,1,5.6,0.82,5/3/24,0.84748395
20,1610МР51,ОКТЯБРЬСКАЯ ЖД,4/4/24,8.4,5.4,0,5.6,0.82,5/4/24,0.84748395
20,1610МР51,ОКТЯБРЬСКАЯ ЖД,4/11/24,6,6,0,5.6,1,5/11/24,0.84748395
20,1610МР51,ОКТЯБРЬСКАЯ ЖД,4/17/24,13,13,0,5.6,1,5/17/24,0.84748395
20,1610МР51,ОКТЯБРЬСКАЯ ЖД,4/18/24,40,40,2,5.6,1,5/18/24,0.84748395
20,1610МР51,ОКТЯБРЬСКАЯ ЖД,4/19/24,6.62,4,0,5.6,0.82,5/19/24,0.847483941
20,1610МР51,ОКТЯБРЬСКАЯ ЖД,4/20/24,2,2,0,5.6,1,5/20/24,0.847324828
20,1610МР51,ОКТЯБРЬСКАЯ ЖД,4/21/24,13,10,0,5.6,0.82,5/21/24,0.84748395
20,1610МР51,ОКТЯБРЬСКАЯ ЖД,4/24/24,370.12,369,0,5.6,1,5/24/24,0.84748395
21,0061РХ70,ОКТЯБРЬСКАЯ ЖД,4/5/24,6.92,27.69,0,5.7,0.82,5/5/24,0.84748395
21,0061РХ70,ОКТЯБРЬСКАЯ ЖД,4/8/24,3.13,27.13,0,5.7,0.82,5/8/24,0.84748395
21,0061РХ70,ОКТЯБРЬСКАЯ ЖД,4/10/24,30,51,0,5.7,0.82,5/10/24,0.84748395
21,0061РХ70,ОКТЯБРЬСКАЯ ЖД,4/16/24,1,1,2,5.7,1,5/16/24,0.822965538
21,0061РХ70,ОКТЯБРЬСКАЯ ЖД,4/22/24,3.41,3.5,0,5.7,1,5/22/24,0.847483883
21,0061РХ70,ОКТЯБРЬСКАЯ ЖД,4/29/24,2.1,2.1,0,5.7,1,5/29/24,0.847390533
21,0061РХ70,ОКТЯБРЬСКАЯ ЖД,4/30/24,18.56,18.56,1,5.7,1,5/30/24,0.84748395
438,0690РХ70,ОКТЯБРЬСКАЯ ЖД,4/8/24,1.6,0,0,6,0.4,5/8/24,0.377437276
438,0690РХ70,ОКТЯБРЬСКАЯ ЖД,4/12/24,11,0,2,6,0.4,5/12/24,0.351257413
438,0690РХ70,ОКТЯБРЬСКАЯ ЖД,4/19/24,4,0,1,6,0.4,5/19/24,0.366648525
438,0690РХ70,ОКТЯБРЬСКАЯ ЖД,4/24/24,1,0,0,6,0.4,5/24/24,0.381071926
25,0694РХ70,ОКТЯБРЬСКАЯ ЖД,4/4/24,9,8,0,2.5,0.76,5/4/24,0.84748395
25,0694РХ70,ОКТЯБРЬСКАЯ ЖД,4/8/24,23,0,0,2.5,0.28,5/8/24,0.34607352
25,0694РХ70,ОКТЯБРЬСКАЯ ЖД,4/9/24,42,0,2,2.5,0.28,5/9/24,0.345422553
25,0694РХ70,ОКТЯБРЬСКАЯ ЖД,4/10/24,32,0,1,2.5,0.28,5/10/24,0.345525941
25,0694РХ70,ОКТЯБРЬСКАЯ ЖД,4/17/24,31,0,0,2.5,0.28,5/17/24,0.345547309
25,0694РХ70,ОКТЯБРЬСКАЯ ЖД,4/18/24,27,0,3,2.5,0.28,5/18/24,0.34574351
25,0694РХ70,ОКТЯБРЬСКАЯ ЖД,4/19/24,14,0,1,2.5,0.28,5/19/24,0.349298077
25,0694РХ70,ОКТЯБРЬСКАЯ ЖД,4/20/24,10.16,0,0,2.5,0.28,5/20/24,0.353265205
25,0694РХ70,ОКТЯБРЬСКАЯ ЖД,4/25/24,13,0,2,2.5,0.28,5/25/24,0.350264045
25,0694РХ70,ОКТЯБРЬСКАЯ ЖД,4/26/24,37,0,1,2.5,0.28,5/26/24,0.345450646
25,0694РХ70,ОКТЯБРЬСКАЯ ЖД,4/27/24,112,0,4,2.5,0.28,5/27/24,0.345404352
26,0696РХ70,ОКТЯБРЬСКАЯ ЖД,4/5/24,6,6,0,5.8,1,5/5/24,0.84748395
26,0696РХ70,ОКТЯБРЬСКАЯ ЖД,4/7/24,18.15,18.15,0,5.8,1,5/7/24,0.84748395
26,0696РХ70,ОКТЯБРЬСКАЯ ЖД,4/10/24,27.75,27.75,0,5.8,1,5/10/24,0.84748395
26,0696РХ70,ОКТЯБРЬСКАЯ ЖД,4/14/24,10,10,0,5.8,1,5/14/24,0.84748395
26,0696РХ70,ОКТЯБРЬСКАЯ ЖД,4/15/24,32,32,0,5.8,1,5/15/24,0.84748395
26,0696РХ70,ОКТЯБРЬСКАЯ ЖД,4/21/24,40.56,45,0,5.8,0.94,5/21/24,0.84748395
26,0696РХ70,ОКТЯБРЬСКАЯ ЖД,4/24/24,6.1,6.1,0,5.8,1,5/24/24,0.84748395
27,0699РХ70,ОКТЯБРЬСКАЯ ЖД,4/1/24,6.42,6.92,0,4.9,0.86,5/1/24,0.84748395
27,0699РХ70,ОКТЯБРЬСКАЯ ЖД,4/5/24,9.48,3.13,1,4.9,0.74,5/5/24,0.847482414
27,0699РХ70,ОКТЯБРЬСКАЯ ЖД,4/13/24,30,30,2,4.9,0.92,5/13/24,0.84748395
27,0699РХ70,ОКТЯБРЬСКАЯ ЖД,4/21/24,9.05,9.05,1,4.9,0.92,5/21/24,0.84748395
27,0699РХ70,ОКТЯБРЬСКАЯ ЖД,4/28/24,20.4,20.4,1,4.9,0.92,5/28/24,0.84748395
28,5007СА70,ОКТЯБРЬСКАЯ ЖД,4/1/24,30.65,30.65,0,4.6,0.88,5/1/24,0.84748395
28,5007СА70,ОКТЯБРЬСКАЯ ЖД,4/3/24,9.81,9.81,0,4.6,0.88,5/3/24,0.84748395
28,5007СА70,ОКТЯБРЬСКАЯ ЖД,4/4/24,19.41,19.41,1,4.6,0.88,5/4/24,0.84748395
28,5007СА70,ОКТЯБРЬСКАЯ ЖД,4/5/24,9,9,0,4.6,0.88,5/5/24,0.84748395
28,5007СА70,ОКТЯБРЬСКАЯ ЖД,4/8/24,164,164,1,4.6,0.88,5/8/24,0.84748395
28,5007СА70,ОКТЯБРЬСКАЯ ЖД,4/9/24,159,159,2,4.6,0.88,5/9/24,0.84748395
28,5007СА70,ОКТЯБРЬСКАЯ ЖД,4/11/24,0,0,0,4.6,0.28,5/11/24,0.398556634
28,5007СА70,ОКТЯБРЬСКАЯ ЖД,4/12/24,10,10,0,4.6,0.88,5/12/24,0.84748395
28,5007СА70,ОКТЯБРЬСКАЯ ЖД,4/14/24,38,38,0,4.6,0.88,5/14/24,0.84748395
28,5007СА70,ОКТЯБРЬСКАЯ ЖД,4/15/24,9,9,0,4.6,0.88,5/15/24,0.84748395
28,5007СА70,ОКТЯБРЬСКАЯ ЖД,4/18/24,39.16,0,1,4.6,0.28,5/18/24,0.345436255
28,5007СА70,ОКТЯБРЬСКАЯ ЖД,4/19/24,10,10,0,4.6,0.88,5/19/24,0.84748395
28,5007СА70,ОКТЯБРЬСКАЯ ЖД,4/21/24,50.42,50.42,0,4.6,0.88,5/21/24,0.84748395
28,5007СА70,ОКТЯБРЬСКАЯ ЖД,4/23/24,30.52,30.52,1,4.6,0.88,5/23/24,0.84748395
28,5007СА70,ОКТЯБРЬСКАЯ ЖД,4/25/24,22.19,22.19,0,4.6,0.88,5/25/24,0.84748395
28,5007СА70,ОКТЯБРЬСКАЯ ЖД,4/26/24,9,9,0,4.6,0.88,5/26/24,0.84748395
28,5007СА70,ОКТЯБРЬСКАЯ ЖД,4/28/24,10.09,0,0,4.6,0.28,5/28/24,0.353721809
29,5610СА70,ОКТЯБРЬСКАЯ ЖД,4/1/24,92,0,0,5.9,0.4,5/1/24,0.345404353
29,5610СА70,ОКТЯБРЬСКАЯ ЖД,4/2/24,69,0,0,5.9,0.4,5/2/24,0.345404433
29,5610СА70,ОКТЯБРЬСКАЯ ЖД,4/3/24,1136,0,4,5.9,0.4,5/3/24,0.345404352
29,5610СА70,ОКТЯБРЬСКАЯ ЖД,4/4/24,105,0,0,5.9,0.4,5/4/24,0.345404352
29,5610СА70,ОКТЯБРЬСКАЯ ЖД,4/5/24,65,0,0,5.9,0.4,5/5/24,0.345404526
29,5610СА70,ОКТЯБРЬСКАЯ ЖД,4/10/24,98.42,0,0,5.9,0.4,5/10/24,0.345404352
29,5610СА70,ОКТЯБРЬСКАЯ ЖД,4/12/24,76,0,1,5.9,0.4,5/12/24,0.345404374
29,5610СА70,ОКТЯБРЬСКАЯ ЖД,4/15/24,103.61,0,0,5.9,0.4,5/15/24,0.345404352
29,5610СА70,ОКТЯБРЬСКАЯ ЖД,4/20/24,85.64,0,0,5.9,0.4,5/20/24,0.345404355
29,5610СА70,ОКТЯБРЬСКАЯ ЖД,4/23/24,7.46,0,0,5.9,0.4,5/23/24,0.356738798
29,5610СА70,ОКТЯБРЬСКАЯ ЖД,4/26/24,97,0,0,5.9,0.4,5/26/24,0.345404352
29,5610СА70,ОКТЯБРЬСКАЯ ЖД,4/27/24,93,0,0,5.9,0.4,5/27/24,0.345404353
29,5610СА70,ОКТЯБРЬСКАЯ ЖД,4/28/24,52,0,0,5.9,0.4,5/28/24,0.345406492
29,5610СА70,ОКТЯБРЬСКАЯ ЖД,4/29/24,423,0,0,5.9,0.4,5/29/24,0.345404352
30,9065СА70,ОКТЯБРЬСКАЯ ЖД,4/1/24,8,8,0,2.3,0.88,5/1/24,0.84748395
30,9065СА70,ОКТЯБРЬСКАЯ ЖД,4/5/24,18.15,18.15,1,2.3,0.88,5/5/24,0.84748395
30,9065СА70,ОКТЯБРЬСКАЯ ЖД,4/10/24,29.75,29.75,2,2.3,0.88,5/10/24,0.84748395
30,9065СА70,ОКТЯБРЬСКАЯ ЖД,4/18/24,10,10,0,2.3,0.88,5/18/24,0.84748395
30,9065СА70,ОКТЯБРЬСКАЯ ЖД,4/20/24,32,32,0,2.3,0.88,5/20/24,0.84748395
30,9065СА70,ОКТЯБРЬСКАЯ ЖД,4/25/24,45,45,4,2.3,0.88,5/25/24,0.84748395
30,9065СА70,ОКТЯБРЬСКАЯ ЖД,4/30/24,6.1,6.1,0,2.3,0.88,5/30/24,0.84748395
33,4036ТА69,ОКТЯБРЬСКАЯ ЖД,4/6/24,103.28,3,1,5.2,0.78,5/6/24,0.346475381
33,4036ТА69,ОКТЯБРЬСКАЯ ЖД,4/8/24,18.2,18.15,0,5.2,0.96,5/8/24,0.84748395
33,4036ТА69,ОКТЯБРЬСКАЯ ЖД,4/12/24,19.41,19.41,0,5.2,0.96,5/12/24,0.84748395
33,4036ТА69,ОКТЯБРЬСКАЯ ЖД,4/19/24,10.34,10.34,1,5.2,0.96,5/19/24,0.84748395
33,4036ТА69,ОКТЯБРЬСКАЯ ЖД,4/25/24,32,32,0,5.2,0.96,5/25/24,0.84748395
33,4036ТА69,ОКТЯБРЬСКАЯ ЖД,4/26/24,78.96,47,1,5.2,0.78,5/26/24,0.84748395
33,4036ТА69,ОКТЯБРЬСКАЯ ЖД,4/30/24,37.31,8.1,1,5.2,0.78,5/30/24,0.84748395
34,6909РВ70,ОКТЯБРЬСКАЯ ЖД,4/1/24,10,7,0,4.5,0.7,5/1/24,0.84748395
34,6909РВ70,ОКТЯБРЬСКАЯ ЖД,4/8/24,17,0,0,4.5,0.28,5/8/24,0.347532197
34,6909РВ70,ОКТЯБРЬСКАЯ ЖД,4/11/24,32,0,1,4.5,0.28,5/11/24,0.345526129
34,6909РВ70,ОКТЯБРЬСКАЯ ЖД,4/12/24,6,0,0,4.5,0.28,5/12/24,0.362656954
34,6909РВ70,ОКТЯБРЬСКАЯ ЖД,4/13/24,3.15,3.15,0,4.5,0.88,5/13/24,0.847483575
34,6909РВ70,ОКТЯБРЬСКАЯ ЖД,4/16/24,31,0,0,4.5,0.28,5/16/24,0.345547543
34,6909РВ70,ОКТЯБРЬСКАЯ ЖД,4/17/24,15,12.85,0,4.5,0.76,5/17/24,0.84748395
34,6909РВ70,ОКТЯБРЬСКАЯ ЖД,4/18/24,55,0,1,4.5,0.28,5/18/24,0.345405789
34,6909РВ70,ОКТЯБРЬСКАЯ ЖД,4/21/24,60,0,0,4.5,0.28,5/21/24,0.345404883
34,6909РВ70,ОКТЯБРЬСКАЯ ЖД,4/24/24,71,0,1,4.5,0.28,5/24/24,0.345404418
34,6909РВ70,ОКТЯБРЬСКАЯ ЖД,4/25/24,82,0,2,4.5,0.28,5/25/24,0.34540436
34,6909РВ70,ОКТЯБРЬСКАЯ ЖД,4/26/24,131,0,3,4.5,0.28,5/26/24,0.345404352
34,6909РВ70,ОКТЯБРЬСКАЯ ЖД,4/27/24,0,0,0,4.5,0.28,5/27/24,0.396528941
35,0060РХ70,ОКТЯБРЬСКАЯ ЖД,4/1/24,31.25,31.25,0,5.8,1,5/1/24,0.84748395
35,0060РХ70,ОКТЯБРЬСКАЯ ЖД,4/1/24,98.15,31.25,2,5.8,0.82,5/1/24,0.84748395
35,0060РХ70,ОКТЯБРЬСКАЯ ЖД,4/3/24,95.63,102,3,5.8,0.94,5/3/24,0.84748395
35,0060РХ70,ОКТЯБРЬСКАЯ ЖД,4/10/24,2.36,17.86,0,5.8,0.82,5/10/24,0.84748395
35,0060РХ70,ОКТЯБРЬСКАЯ ЖД,4/18/24,7,7,0,5.8,1,5/18/24,0.84748395
35,0060РХ70,ОКТЯБРЬСКАЯ ЖД,4/26/24,8,8,0,5.8,1,5/26/24,0.84748395
35,0060РХ70,ОКТЯБРЬСКАЯ ЖД,4/28/24,56.51,55.56,1,5.8,1,5/28/24,0.84748395
35,0060РХ70,ОКТЯБРЬСКАЯ ЖД,4/29/24,15.56,15.58,1,5.8,1,5/29/24,0.84748395
35,0060РХ70,ОКТЯБРЬСКАЯ ЖД,4/30/24,11.75,11.75,0,5.8,1,5/30/24,0.84748395
36,6333ТА69,ОКТЯБРЬСКАЯ ЖД,4/1/24,286,65.36,4,5.3,0.78,5/1/24,0.84748395
36,6333ТА69,ОКТЯБРЬСКАЯ ЖД,4/11/24,49,49,0,5.3,0.96,5/11/24,0.84748395
36,6333ТА69,ОКТЯБРЬСКАЯ ЖД,4/12/24,6,6,0,5.3,0.96,5/12/24,0.84748395
36,6333ТА69,ОКТЯБРЬСКАЯ ЖД,4/15/24,5,5,0,5.3,0.96,5/15/24,0.84748395
36,6333ТА69,ОКТЯБРЬСКАЯ ЖД,4/18/24,28,28,0,5.3,0.96,5/18/24,0.84748395
36,6333ТА69,ОКТЯБРЬСКАЯ ЖД,4/19/24,268,139.25,1,5.3,0.78,5/19/24,0.84748395
36,6333ТА69,ОКТЯБРЬСКАЯ ЖД,4/20/24,7,7,0,5.3,0.96,5/20/24,0.84748395
36,6333ТА69,ОКТЯБРЬСКАЯ ЖД,4/23/24,54,54,0,5.3,0.96,5/23/24,0.84748395
36,6333ТА69,ОКТЯБРЬСКАЯ ЖД,4/24/24,14,14,0,5.3,0.96,5/24/24,0.84748395
36,6333ТА69,ОКТЯБРЬСКАЯ ЖД,4/25/24,22,22,0,5.3,0.96,5/25/24,0.84748395
36,6333ТА69,ОКТЯБРЬСКАЯ ЖД,4/26/24,355,0,3,5.3,0.36,5/26/24,0.345404352
36,6333ТА69,ОКТЯБРЬСКАЯ ЖД,4/27/24,26,0,0,5.3,0.36,5/27/24,0.345713908
36,6333ТА69,ОКТЯБРЬСКАЯ ЖД,4/28/24,15.69,15.69,0,5.3,0.96,5/28/24,0.84748395
36,6333ТА69,ОКТЯБРЬСКАЯ ЖД,4/30/24,46,46,2,5.3,0.96,5/30/24,0.84748395
438,0690РХ70,ОКТЯБРЬСКАЯ ЖД,4/1/24,291,0,2,6,0.4,5/1/24,0.345404352
438,0690РХ70,ОКТЯБРЬСКАЯ ЖД,4/14/24,412.26,0,0,6,0.4,5/14/24,0.345404352
438,0690РХ70,ОКТЯБРЬСКАЯ ЖД,4/15/24,9,9,0,6,1,5/15/24,0.84748395
438,0690РХ70,ОКТЯБРЬСКАЯ ЖД,4/22/24,3,3,0,6,1,5/22/24,0.847482957
438,0690РХ70,ОКТЯБРЬСКАЯ ЖД,4/25/24,22,22,0,6,1,5/25/24,0.84748395
438,0690РХ70,ОКТЯБРЬСКАЯ ЖД,4/27/24,33,33,0,6,1,5/27/24,0.84748395
438,0690РХ70,ОКТЯБРЬСКАЯ ЖД,4/29/24,43,43,0,6,1,5/29/24,0.84748395
37,6334ТА69,ОКТЯБРЬСКАЯ ЖД,4/1/24,30.53,30.53,2,4.2,0.88,5/1/24,0.84748395
37,6334ТА69,ОКТЯБРЬСКАЯ ЖД,4/3/24,8,8,0,4.2,0.88,5/3/24,0.84748395
37,6334ТА69,ОКТЯБРЬСКАЯ ЖД,4/4/24,19.41,19.41,1,4.2,0.88,5/4/24,0.84748395
37,6334ТА69,ОКТЯБРЬСКАЯ ЖД,4/5/24,9,9,0,4.2,0.88,5/5/24,0.84748395
37,6334ТА69,ОКТЯБРЬСКАЯ ЖД,4/8/24,164,164,1,4.2,0.88,5/8/24,0.84748395
37,6334ТА69,ОКТЯБРЬСКАЯ ЖД,4/9/24,159,159,3,4.2,0.88,5/9/24,0.84748395
37,6334ТА69,ОКТЯБРЬСКАЯ ЖД,4/11/24,0.51,0,0,4.2,0.28,5/11/24,0.393250724
37,6334ТА69,ОКТЯБРЬСКАЯ ЖД,4/12/24,10,10,0,4.2,0.88,5/12/24,0.84748395
37,6334ТА69,ОКТЯБРЬСКАЯ ЖД,4/14/24,38,38,0,4.2,0.88,5/14/24,0.84748395
37,6334ТА69,ОКТЯБРЬСКАЯ ЖД,4/15/24,9,9,0,4.2,0.88,5/15/24,0.84748395
37,6334ТА69,ОКТЯБРЬСКАЯ ЖД,4/18/24,125.41,0,1,4.2,0.28,5/18/24,0.345404352
37,6334ТА69,ОКТЯБРЬСКАЯ ЖД,4/19/24,10,10,0,4.2,0.88,5/19/24,0.84748395
